albuspotter.wikia.com	Albus Potter Wiki	en
alcatraz.wikia.com	Alcatraz Wiki	en
alicesoft.wikia.com	AliceSoftWiki	en
aliens.wikia.com	Alien Species	en
allods.wikia.com	Allods Wiki	en
allstar.wikia.com	All*Starpedia	en
aloneinthedark.wikia.com	Alone in the Dark Wiki	en
alteil.wikia.com	Alteil Wiki	en
althistory.wikia.com	Alternative History	en
alvin.wikia.com	Alvin and the Chipmunks Wiki	en
alvinfanon.wikia.com	Chipmunk Fanon Wiki	en
alykes.wikia.com	ΑΛΥΚΕΣ ΛΕΥΚΙΜΜΗΣ	el
amalgam.wikia.com	Amalgam Database	en
amazingrace.wikia.com	The Amazing Race Wiki	en
americanfootball.wikia.com	American Football Wiki	en
americangirl.wikia.com	American Girl Wiki	en
americanidol.wikia.com	American Idol Wiki	en
ameriv.wikia.com	Ameriv	de
aml.wikia.com	AML Wiki	en
amusementride.wikia.com	Amusement ride Wiki	en
analytical.wikia.com	Analytical Wiki	en
anarchyonline.wikia.com	Anarchy Online Knowledge Base	en
anathem.wikia.com	Anathem Wiki	en
ancient-life.wikia.com	Time Traveller's Guide to Ancient Life	en
ancientegypt.wikia.com	Ancient Egypt Wiki	en
andalu.wikia.com	Andalu	es
animalcollective.wikia.com	Animal Collective	en
animalcrossing.wikia.com	Animal Crossing Wiki	en
animalkaiser.wikia.com	Animal Kaiser Wiki	en
animated.wikia.com	Animated Wiki	en
animatedvillains.wikia.com	Animated Villains Wiki	en
anime.answers.wikia.com	Wikianswers Anime	en
animebaths.wikia.com	Anime Bath Scene Wiki	en
animefanon.wikia.com	Anime Fanon	en
animemagics.wikia.com	Jutsu Wiki	en
anitablake.wikia.com	Anita Blake Wiki	en
annex.wikia.com	Annex	en
annoyingorange.wikia.com	Annoying Orange Wiki	en
answers.wikia.com	Wikianswers	en
aoc.wikia.com	AoCWiki	en
aoin.wikia.com	Alliance of Independent Nations Wiki	en
aos.wikia.com	An Oblivious Wiki	en
apb.wikia.com	All Points Bulletin Wiki	en
apicultura.wikia.com	Apicultura Wiki	es
apocalypserp.wikia.com	Apocalypse Wiki	en
apple.wikia.com	Apple Wiki	en
applesparkles.wikia.com	Frozen Apples	en
aqua-teen-hunger-force.wikia.com	ATHF Wiki	en
aquaman.wikia.com	Aquaman Wiki	en
aqworlds.wikia.com	AdventureQuest Worlds Wiki	en
ar.answers.wikia.com	Wikianswers Arabic	ar
ar.shamanking.wikia.com	Arabic Shaman king Wiki	ar
ar.stargate.wikia.com	ستارغيت ويكي	ar
arcanelorebook.wikia.com	The Arcane Book of Lore Wiki	en
archiesonic.wikia.com	Mobius Encyclopaedia	en
ardeaminigo.wikia.com	ArdeaMinigo	de
arelith.wikia.com	Arelith Wiki	en
armchairgm.wikia.com	ArmchairGM Wiki	en
armoredcore.wikia.com	Armored Core Wiki	en
arsmagica.wikia.com	Ars Magica Wiki	en
arthoria.wikia.com	Arthoria	de
arthur.wikia.com	Arthur Wiki	en
arthur-ransome.wikia.com	Arthur Ransome Wiki	en
artonelico.wikia.com	EXA_PICO Universe Wiki	en
artywiki.wikia.com	Artemis Fowl Wiki	de
aruarose.wikia.com	AruaWIKIA	en
aselia.wikia.com	Aselia	en
asheron.wikia.com	Asheron's Call Community Wiki	en
asian.wikia.com	EverythingAsian	en
associationfootball.wikia.com	AssociationFootball Wiki	en
asthebellrings.wikia.com	As the Bell Rings Wiki	en
astroboy.wikia.com	Astro Boy Wiki	en
atelierseries.wikia.com	Atelier Wiki	en
atkvege.wikia.com	Community Central	en
atlantica.wikia.com	Atlantica Wiki	en
atlus.wikia.com	Atlus Wiki	en
austrianeconomics.wikia.com	Austrian Economics Wiki	en
auto.answers.wikia.com	Everything Auto Answers	en
automobile.wikia.com	Autopedia	en
avatar.wikia.com	Avatar Wiki	en
avp.wikia.com	Xenopedia	en
awatar.wikia.com	Awatar Wiki	pl
awesomeepicgameing.wikia.com	Awesome epic gaming Wiki	en
axisandallies.wikia.com	Axis & Allies Wiki	en
ayuda.wikia.com	Comunidad Central	es
azusanity.wikia.com	The AzuSanity Wiki	en
babylon5.wikia.com	The Babylon Project	en
backofthenet.wikia.com	Back of the Net Wiki	en
backtothefuture.wikia.com	Futurepedia	en
backyardsports.wikia.com	Backyard Sports Wiki	en
bakugan.wikia.com	Bakugan Wiki	en
bakuganfanfic.wikia.com	Bakugan Fan-fiction Wiki	en
bakuganfanon.wikia.com	Bakugan Fanon Wiki	en
bakuman.wikia.com	Bakuman Wiki	en
banjokazooie.wikia.com	Banjo-Kazooie Wiki	en
banthapedia.wikia.com	The Non-Canon Star Wars Wiki	en
bardslibrary.wikia.com	RK Guild of Bards Library	en
bargos.wikia.com	Wichibargos	en
barney.wikia.com	Barney Wiki	en
barnyard.wikia.com	WikiBarn	en
bartimaeus.wikia.com	The Bartimaeus Trilogy	en
baseball.wikia.com	Baseball Wiki	en
baseballcards.wikia.com	Baseball Cards Wiki	en
basketball.wikia.com	Basketball Wiki	en
batenkaitos.wikia.com	Baten Kaitos Wiki	en
batman.wikia.com	Batman Wiki	en
batmanfanon.wikia.com	Batman Fanon Wiki	en
battalionwars.wikia.com	Battalion Wars Wiki	en
battleangel.wikia.com	Battle Angel Alita Wiki	en
battlefieldheroes.wikia.com	Battlefield Heroes Wiki	en
battlenetwork.wikia.com	Battle Network Wiki	en
battletechfanon.wikia.com	BattleTech Fanon Wiki	en
bbdamanbakugaiden.wikia.com	Bomberman B-Daman Bakugaiden Wiki	en
beano.wikia.com	Beano-pedia	en
beantowntoys.wikia.com	Beantown Toys Wiki	en
beingerica.wikia.com	Being Erica Wiki	en
beinghuman.wikia.com	Being Human Wiki	en
bemani.wikia.com	Konami Music Video Game Wiki	en
ben10.wikia.com	Ben 10 Wiki	en
ben10fanfiction.wikia.com	Ben 10 Fan Fiction Wiki	en
ben10fanon.wikia.com	Fanontrix	en
ben10verse.wikia.com	Ben 10 Universe Wiki	en
berenstainbears.wikia.com	Berenstain Bears Wiki	en
berserk.wikia.com	Berserk Wiki	en
beta-fleet.wikia.com	Beta-Fleet	en
bettyboop.wikia.com	BETTY BOOP Wiki	en
beyond-good-and-evil.wikia.com	IRIS Network - The Beyond Good and Evil Wiki	en
beyond-the-veil.wikia.com	Beyond the Veil wiki	en
bg.starwars.wikia.com	Star Wars	bg
bigbangtheory.wikia.com	The Big Bang Theory Wiki	en
bigbrother.wikia.com	Big Brother Wiki	en
bigtimerush.wikia.com	Big Time Rush Wiki	en
bigwindup.wikia.com	Big Windup! Wiki	en
bikeparts.wikia.com	BikeParts Wiki	en
bikinirangerscelebrity.wikia.com	Bikini Rangers Celebrity Wiki	en
bing.wikia.com	Bing Wiki	en
binweevils.wikia.com	Bin Weevils Wiki	en
bionic.wikia.com	The Bionic Wiki	en
bionicle.wikia.com	The BIONICLE Wiki	en
bioniclereviews.wikia.com	Bionicle Reviews Wiki	en
bioshock.wikia.com	BioShock Wiki	en
bjd.wikia.com	Ball-Jointed Doll Wiki	en
blackjewels.wikia.com	The Black Jewels Wiki	en
blacktales.wikia.com	Blacktales	de
bleach.wikia.com	Bleach Wiki	en
bloggerhacks.wikia.com	Bloggerhacks Wiki	en
blur.wikia.com	Blur Wiki	en
board8.wikia.com	Board 8 Wiki	en
boardgamemanuals.wikia.com	Board game manuals Wiki	en
bonanza.wikia.com	Bonanza Wiki	en
boneville.wikia.com	Bone Wiki	en
boondocks.wikia.com	The Boondocks Wiki	en
borderlands.wikia.com	Borderlands Wiki	en
boston-celtics.wikia.com	Boston Celtics Wiki	en
bottest.wikia.com	Bot Test Wiki	en
boymeetsworld.wikia.com	Boy Meets Wiki	en
bradywwe.wikia.com	Brady Wiki	en
brightshadow.wikia.com	Bright Shadow Wiki	en
brink.wikia.com	Brink Wiki	en
bristolrovers.wikia.com	Gasopedia - Bristol Rovers Wiki	en
britishwildlifeandnature.wikia.com	British Wildlife Wiki	en
broadcasting.wikia.com	Radio-TV Broadcast History	en
budowle.wikia.com	Budowle i wieżowce	pl
buffy.wikia.com	Buffyverse Wiki	en
buffymud.wikia.com	BuffyMUD Wiki	en
bugle.wikia.com	The Bugle Wiki	en
bully.wikia.com	Bully Wiki	en
bungie.wikia.com	Bungiepedia	en
burnnotice.wikia.com	Burn Wiki	en
burnout.wikia.com	Burnout Wiki	en
bushytree.wikia.com	IEEE Bushy Tree	en
business.wikia.com	Wikibiz	en
buzzoutloud.wikia.com	Buzz Out Loud Wiki	en
bzpcomics.wikia.com	BZPower Comics Wiki	en
bzpepics.wikia.com	BZP Epics Wiki	en
bzpower.wikia.com	BZPower Roleplaying Wiki	en
ca.llofriu.wikia.com	Llofriu Wiki	ca
ca.pokemon.wikia.com	Pokepèdia	ca
ca.svaters.wikia.com	Sva Wiki	ca
cabal.wikia.com	Cabal Online Wiki	en
cafeworld.wikia.com	Cafe World Wiki	en
calendars.wikia.com	Calendar Wiki	en
calgary.wikia.com	Calgary Wiki	en
callofduty.wikia.com	Call of Duty Wiki	en
calvinandhobbes.wikia.com	The Calvin and Hobbes Wiki	en
camerapedia.wikia.com	Camerapedia	en
campaigns.wikia.com	Campaigns Wikia	en
camphalfblood.wikia.com	Riordan Wiki	en
camplazlo.wikia.com	Camp Lazlo Wiki	en
canada.wikia.com	Canada Wiki	en
canadaswonderland.wikia.com	Canada's Wonderland Wiki	en
canavansbooks.wikia.com	Canavan's Books Wiki	en
cannabis.wikia.com	WeedWiki	en
capoeira.wikia.com	Capoeira Wiki	fr
captainn.wikia.com	Captain N Wiki	en
captaintsubasa.wikia.com	Captain Tsubasa Wiki	en
car-repair.wikia.com	Car Repair Wiki	en
carebears.wikia.com	Care Bear Wiki	en
carmageddon.wikia.com	Carmageddon Wiki	en
carnivores.wikia.com	Carnivores Wiki	en
cartoonnetwork.wikia.com	The Cartoon Network Wiki	en
cartoons.wikia.com	Wikicartoon	en
caseclosed.wikia.com	Detective Conan Wiki	en
castle.wikia.com	Castle Wiki	en
castleage.wikia.com	Castle Age Wiki	en
castlecrashers.wikia.com	Castle Crashers Wiki	en
castlevania.wikia.com	Castlevania Wiki	en
cats.wikia.com	Cats Wiki	en
catsofclans.wikia.com	Cats of the Clans Wiki	en
catsvillecomics.wikia.com	Catsville Wiki	en
caucasus.wikia.com	Caucasus Wiki	en
cavaleirosandantes.wikia.com	Cavalariapédia	pt-br
caw.wikia.com	CAW Wrestling Wiki	en
cbbc.wikia.com	CBBC	en
ccs.wikia.com	Cardcaptor Sakura Wiki	en
celebrity.wikia.com	Celebrity Wiki	en
celestial-refresh.wikia.com	Celestial Refresh Wiki	en
ceramica.wikia.com	Cerámica Wiki	es
cercamon.wikia.com	Cercamon	fr
change.wikia.com	Change Wiki	en
channel101.wikia.com	Channel 101 Wiki	en
charliesangels.wikia.com	Charlie's Angels Wiki	en
charmed.wikia.com	Charmed	en
charmed-theseerspool.wikia.com	Charmedverse Wiki	en
chataboutheroesrp.wikia.com	HeroesRP Wiki	en
cherryhill.wikia.com	Cherry Hill Wiki	en
chess.wikia.com	WikiChess	en
chibirobo.wikia.com	Chibi Robo Wiki	en
chicagobynight.wikia.com	Chicago By Night Wiki	en
childlit.wikia.com	Children's Literature Wiki	en
childrensbooks.wikia.com	Children's Books Wiki	en
chipschallenge.wikia.com	Chip's Challenge Wiki	en
choroq.wikia.com	Choro Q Wiki	en
chotbul.wikia.com	촛불 집회 위키	ko
chowder.wikia.com	Chowder Fan Club	en
christianity.wikia.com	Christianity Knowledge Base	en
christianmusic.wikia.com	Christian Music	en
chrono.wikia.com	Chrono Wiki	en
chuggington.wikia.com	Chuggington Wiki	en
chuutranslations.wikia.com	ChuuTranslations Wiki	en
cimmeria-aoc.wikia.com	Cimmeria AoC RP Server Wiki	en
cities.wikia.com	Cities Wikia	en
citiesxl.wikia.com	Cities XL Wiki	en
cityofeternals.wikia.com	City of Eternals Wiki	en
clash-of-the-titans.wikia.com	Clash of the Titans Wiki	en
clayfighter.wikia.com	ClayFighter Wiki	en
claymore.wikia.com	Claymore Wiki	en
cleveland.wikia.com	The Cleveland Show Wiki	en
clonewars.wikia.com	The Clone Wars	en
closinglogos.wikia.com	Closing Logos Wiki	en
cloudnine.wikia.com	Cloud Nine Wiki	en
club-cricket.wikia.com	Club Cricket Wiki	en
clubpenguin.wikia.com	Club Penguin Wiki	en
clubpenguinarmy.wikia.com	Club Penguin Army Wiki	en
clubpenguinfanon.wikia.com	Club Penguin Fan Universe	en
cn.uncyclopedia.wikia.com	伪基百科	zh
cnben10.wikia.com	Ben 10 Wiki	en
cnc.wikia.com	Command and Conquer Wiki	en
cocktails.wikia.com	Cocktails Wiki	en
codegeass.wikia.com	Code Geass Wiki	en
coincollecting.wikia.com	Coin Collecting Wiki	en
coldcase.wikia.com	Cold Case Wiki	en
color.wikia.com	Color Sorting	en
combatarms.wikia.com	CAWiki	en
comics.wikia.com	Comic Book Series	en
communaute.wikia.com	Centre des communautés	fr
community.wikia.com	Community Central	en
community-sitcom.wikia.com	Community Wiki	en
como-hacer.wikia.com	Cómo Hacer Wiki	es
computer.wikia.com	Computer Wiki	en
computersecurity.wikia.com	Computer Security Wiki	en
computervision.wikia.com	Computer vision	en
concertogate.wikia.com	Concerto Gate Wiki	en
concord.wikia.com	Concordances and Characters	en
conduit.wikia.com	The Conduit Wiki	en
confan.wikia.com	Constructed Fantasy Worlds	en
conhorror.wikia.com	Constructed Horror Wiki	en
conlang.wikia.com	Conlang	en
conmyth.wikia.com	Constructed Mythology	en
conquests.wikia.com	Conquests Omnipedia	en
conservapedia.wikia.com	Conservapedia Wiki	en
continuingstargate.wikia.com	Continuing Stargate Wiki	en
conworld.wikia.com	Constructed Worlds Wiki	en
coop.wikia.com	Cooperatives Wiki	en
coronationstreet.wikia.com	Coronation Street Wiki	en
cottitans.wikia.com	Class of the titans Wiki	en
crashdown.wikia.com	Roswell Wiki	en
crazybobs.wikia.com	CrazyBob's Cops and Robbers Wiki	en
creativesci-fi.wikia.com	Creative Sci-Fi Wiki	en
creativity.wikia.com	Creativity Wiki	en
creature.wikia.com	Creatures Wiki	en
creatures.wikia.com	Creatures Wikia	en
crepusculo.wikia.com	Crepúsculo Wiki	es
criminalminds.wikia.com	Criminal Minds Wiki	en
crimsonskies.wikia.com	Crimson Skies Wiki	en
croc.wikia.com	Croc: Wiki of the Gobbos	en
crossover.wikia.com	Crossover Wiki	en
crucigramas.wikia.com	Geniogramistas Wiki	es
cs.farmville.wikia.com	Farmville Wiki	cs
cs.forbiddensaga.wikia.com	Forbidden Saga Wiki	cs
cs.starwars.wikia.com	Czech Star Wars Wiki	cs
custombionicle.wikia.com	Custom BIONICLE Wiki	en
cutemario.wikia.com	Cute Mario Bros. Wiki	en
cwa.wikia.com	CWA Wiki	en
cyberchase.wikia.com	Cyberchase Wiki	en
cybernations.wikia.com	Cyber Nations Wiki	en
d20npcs.wikia.com	d20 NPC Wiki	en
d6holocron.wikia.com	Community Central	en
da.carlsberg.wikia.com	Carlsberg Wiki	da
da.danskefilm.wikia.com	Dansk Film Database Wiki	da
da.harrypotter.wikia.com	Harry Potter Wiki	da
da.lostpedia.wikia.com	Lostpedia	da
da.runescape.wikia.com	RuneScape Wiki	da
da.tvkanal.wikia.com	TV Kanal Wiki	da
da.tydnanyd.wikia.com	Things You Didn't Know.. And NO, you didn't! Wiki	da
danball.wikia.com	Dan-Ball Wiki	en
darelth.wikia.com	Darelth Wiki	en
darkagesofcybertron.wikia.com	Dark Ages of Cybertron Wiki	en
darkangel.wikia.com	Dark Angel Wiki	en
darkcrystal.wikia.com	The Dark Crystal Wiki	en
darkmoonfaire.wikia.com	Darkmoon Faire Wiki	en
darkness.wikia.com	Roqoo Depot RPG Wiki	en
darkshadows.wikia.com	The Dark Shadows Wiki	en
darksiders.wikia.com	Darksiders Wiki	en
darth.wikia.com	Simple Darthipedia	en
dawnofwar2.wikia.com	Dawn of War II Wiki	en
dawntide.wikia.com	Dawntide Wiki	en
dayd.wikia.com	DAYDverse Wiki	en
dcmovies.wikia.com	DC Movies Wiki	en
dcuniverseonline.wikia.com	DC Universe Online Wiki	en
de.7schwaben.wikia.com	7Schwaben	de
de.anarchyonline.wikia.com	Anarchy Online	de
de.anime.wikia.com	Animanga Wiki	de
de.aoc.wikia.com	Age of Conan Wiki	de
de.avatar.wikia.com	Avatar-Wiki	de
de.ben10.wikia.com	Ben 10 Wiki	de
de.beyblade.wikia.com	Beyblade Wiki	de
de.bleach.wikia.com	BleachWiki	de
de.borderlands.wikia.com	Borderlands Wiki	de
de.call-of-duty.wikia.com	Call of Duty Wiki	de
de.chh.wikia.com	Anima: Schlüssel Wiki	de
de.custombionicle.wikia.com	Wiki-Nui Fanfiction	de
de.darkorbit.wikia.com	Dark Orbit Wiki	de
de.dashausanubis.wikia.com	Das Haus Anubis Wiki	de
de.ddr2.wikia.com	DDR	de
de.desperatehousewives.wikia.com	Desperate Housewives Wiki	de
de.detailhandel.wikia.com	Detailhandel	de
de.detektivconan.wikia.com	Detektiv Conan Wiki	de
de.digimon.wikia.com	DigiPedia	de
de.dragonball.wikia.com	Gokupedia	de
de.dtm.wikia.com	DTM Wiki	de
de.elderscrolls.wikia.com	Elder Scrolls Wiki	de
de.elfen-und-zwerge.wikia.com	Die Elfen & Die Zwerge Wiki	de
de.eragon.wikia.com	Eragon	de
de.eropedia.wikia.com	Community Central	en
de.fable.wikia.com	Das Fable Wiki	de
de.faerun.wikia.com	Faerûnpedia	de
de.fairytail.wikia.com	Fairy Tail	de
de.familyguy.wikia.com	Family Guy Wiki	de
de.farmville.wikia.com	FarmVille Wiki	de
de.finalfantasy.wikia.com	Final Fantasy Almanach	de
de.fireemblem.wikia.com	Fire Emblem Wiki	de
de.flyff.wikia.com	Flyff-Wiki	de
de.freelancer.wikia.com	Freelancer-Wiki	de
de.freigonfalonierat.wikia.com	Freigonfalonierat Wiki	de
de.funorb.wikia.com	FunOrb Wiki	de
de.gaming.wikia.com	Wikia Gaming	de
de.godzilla.wikia.com	Godzilla-Wiki	de
de.goldensun.wikia.com	Golden Sun Wiki	de
de.green.wikia.com	Umwelt-Wiki	de
de.gta.wikia.com	GTA Wiki	de
de.halo.wikia.com	Halopedia	de
de.harry-potter.wikia.com	Harry Potter Wiki	de
de.harrypotter.wikia.com	Harry-Potter-Lexikon	de
de.harvestmoon.wikia.com	Harvest-Wiki	de
de.helmstedt.wikia.com	helmstedt	de
de.hitmanreborn.wikia.com	HitmanReborn-Wiki	de
de.hochelfen.wikia.com	Hochelfen	de
de.icarly.wikia.com	iCarly-Pedia	de
de.ikariam.wikia.com	Ikariam- Wiki	de
de.inuyasha.wikia.com	InuYasha Wiki	de
de.james-camerons-avatar.wikia.com	Avatar Wiki	de
de.jamesbond.wikia.com	BondWiki	de
de.jordriken.wikia.com	Jordriken Wiki	de
de.jurassicpark.wikia.com	JP-Wiki	de
de.kabarett.wikia.com	Kabarett Wiki	de
de.kingdomhearts.wikia.com	Kingdom hearts Wiki	de
de.kirby.wikia.com	Kirby-Wiki	de
de.lawandorder.wikia.com	Law & Order Wiki	de
de.layton.wikia.com	Professor Layton Wiki	de
de.lego.wikia.com	Legopedia	de
de.legostarwars.wikia.com	Lego Star Wars-Wiki	de
de.lostpedia.wikia.com	Lostpedia	de
de.lotr.wikia.com	Der Herr der Ringe Wiki	de
de.luzipedia.wikia.com	Luzide Wahrheiten Wiki	de
de.madagascar.wikia.com	Madagascar-Wiki	de
de.mahousenseinegima.wikia.com	Mahou Sensei Negima Wiki	de
de.mario.wikia.com	MarioWiki	de
de.masseffect.wikia.com	Mass Effect Wiki	de
de.metalgear.wikia.com	Metal Gear Wiki	de
de.metroid.wikia.com	Wikitroid	de
de.mini.wikia.com	Mini-Wikia	de
de.monsterhunter.wikia.com	Monster Hunter Wiki	de
de.monsterrancher.wikia.com	Monster Rancher Wiki	de
de.motorsport.wikia.com	MotorSport	de
de.narnia.wikia.com	Narnia-Wiki	de
de.naruto.wikia.com	Narutopedia	de
de.needforspeed.wikia.com	Need for Speed Wiki	de
de.newmt2.wikia.com	Newmt2 Wiki	de
de.nickelodeon.wikia.com	Nickelodeon Wiki	de
de.nintendo.wikia.com	Nintendo-Wiki	de
de.nsc.wikia.com	NSC-Wiki	de
de.onepiece.wikia.com	OnePiecePedia	de
de.onetreehill.wikia.com	One Tree Hill Wiki	de
de.papermario.wikia.com	Paper Mario Wiki	de
de.paraworld.wikia.com	ParaWorld Wiki	de
de.pokemon.wikia.com	Pokémon Wiki	de
de.prowrestling.wikia.com	Pro-Wrestling	de
de.prwiki.wikia.com	PR Wiki	de
de.reddead.wikia.com	Red Dead Redemption Wiki	de
de.rom.wikia.com	Runes of Magic Wiki	de
de.runescape.wikia.com	RuneScape Wiki	de
de.sailormoon.wikia.com	SailorMoon	de
de.saintsrow.wikia.com	Saints Row Wiki	de
de.scrubs.wikia.com	Scrubs-Wiki	de
de.sims.wikia.com	Sims-Wiki	de
de.sliders.wikia.com	Sliders Wiki	de
de.smallville.wikia.com	Smallville Wiki	de
de.soaps.wikia.com	Soaps-Wiki	de
de.software.wikia.com	Software-Wiki	de
de.spellbinder.wikia.com	Spellbinder-Wiki	de
de.spinn.wikia.com	Spinn Wiki	de
de.stargate.wikia.com	Community Central	en
de.starwars.wikia.com	Jedipedia	de
de.stexpanded.wikia.com	Star Trek Fanfiction	de
de.stolzenau.wikia.com	Stolzenau Wiki	de
de.suikoden.wikia.com	Suikoden-Wiki	de
de.supernatural.wikia.com	Supernatural Wiki	de
de.swfanon.wikia.com	Star Wars Fanfiction	de
de.sww.wikia.com	Scion Worldwide Wiki	de
de.tabularasa.wikia.com	Tabula Rasa Wiki	de
de.tauchplaetze.wikia.com	tauchplaetze	de
de.techno.wikia.com	Techno Wiki	de
de.tibia.wikia.com	Tibia Wiki	de
de.transformers.wikia.com	Transformers Wiki	de
de.trekspace.wikia.com	Trekspace Wiki	de
de.tsubasa.wikia.com	Captain Tsubasa Wiki	de
de.twilight.wikia.com	Twilight Serie Wiki	de
de.twoandahalfmen.wikia.com	Two and a half men Wiki	de
de.urban-rivals.wikia.com	Urban Rivals Wiki	de
de.valve.wikia.com	Valve Wiki	de
de.vampirediaries.wikia.com	Vampire Diaries Wiki	de
de.volkslauf.wikia.com	Volkslauf Wiki	de
de.wakfu.wikia.com	Wakfu	de
de.whitewolf.wikia.com	White Wolf Wiki	de
de.winxclub.wikia.com	Winx Club Wiki	de
de.wow.wikia.com	WoWWiki	de
de.yugioh.wikia.com	Yu-Gi-Oh!	de
de.zelda.wikia.com	Zeldapedia	de
dead-rising.wikia.com	Dead Rising Wiki	en
deadfrontier.wikia.com	Dead Frontier Wiki	en
deadmanwonderland.wikia.com	Deadman Wonderland Wiki	en
deadrising.wikia.com	Dead Rising Wiki	en
debugunused.wikia.com	Debug Modes and Unused Stuff	en
decoderringtheatre.wikia.com	Decoder Rng Theatre wiki	en
defensieweb.wikia.com	Defensieweb wiki	nl
deloreantech.wikia.com	DeLorean Tech Wiki	en
delphi.wikia.com	Delphi Programming	en
deltoraquest.wikia.com	Deltora Quest Wiki	en
demigod.wikia.com	Demigod Wiki	en
demo.egs-mayhem.wikia.com	Egs Mayhem Wiki	en
deptfordmice.wikia.com	The Deptford Mice Wiki	en
dernierelune.wikia.com	Dernière Lune	fr
desencyclopedie.wikia.com	Désencyclopédie	fr
deseretalphabet.wikia.com	Deseret Alphabet Wiki	en
destinationtruth.wikia.com	Destination Truth Wiki	en
destroyallhumans.wikia.com	Destroy All Humans Wiki	en
detektivconan.wikia.com	Detektiv Conan Wiki	de
dethklok.wikia.com	The Metalocalypse Wiki	en
deusex.wikia.com	Deus Ex Wiki	en
dev.wikia.com	Wikia Developers Wiki	en
dexterslab.wikia.com	Dexter's Laboratory Wiki	en
dfairies.wikia.com	Disney Fairies Wiki	en
dgrayman.wikia.com	D.Gray-man Encyclopedia	en
diabetesindogs.wikia.com	Canine Diabetes Wiki	en
diary-of-a-wimpy-kid.wikia.com	Diary of a Wimpy Kid Wiki	en
diealdor.wikia.com	Die Aldor Wiki	de
diedreifragezeichen.wikia.com	Die drei Fragezeichen Wiki	de
digifanon.wikia.com	DigiFanon	en
digimon.wikia.com	DigimonWiki	en
digitalph33r.wikia.com	DigitalPh33rsons Adventures Wiki	en
dimensionscollide.wikia.com	Cubevice Wiki	en
dinerdash.wikia.com	Diner Dash Wiki	en
dino.wikia.com	Dinosaur Wiki	en
dinorey.wikia.com	La enciclopedia de Dino Rey	es
dinosaurking.wikia.com	Dinosaur King	en
disciples.wikia.com	The Disciples Wiki	en
discordia.wikia.com	Discordian Wiki	en
discworldmud.wikia.com	Discworld MUD Wiki	en
disneychannel.wikia.com	Disney Channel Wiki	en
disneyfanon.wikia.com	Disney Fanon Wiki	en
disneyparks.wikia.com	Disney Parks Wiki	en
disneyvillains.wikia.com	Wickedpedia	en
disneyxd.wikia.com	Disney XD Wiki	en
dissidia.wikia.com	Dissidia Wiki	en
dittotown.wikia.com	Ditto Town Wiki	en
divinity.wikia.com	Divinity Wiki	en
diy.wikia.com	DIY Culture	en
dnd4.wikia.com	D&D4 Wiki	en
dndta.wikia.com	Dungeons & Dragons Tiny Adventures	en
doblaje.wikia.com	Doblaje Wiki	es
docteurwho.wikia.com	Doctor Who Wiki	fr
doctor-who-collectors.wikia.com	Doctor Who Collectors Wiki	en
doctors.answers.wikia.com	Community Central	en
doctorwhoconcordance.wikia.com	Doctor Who Concordance Wiki	en
